Участники гражданского оборота,Тип операции,Сумма операции,Вид расчета,Место оплаты,Терминал оплаты,Дата оплаты,Время оплаты,Результат операции,Cash-back,Сумма cash-back
юр. лицо,получение средств,4470.68,безналичный,Витебск,Беларусбанк-CHCV-008,23-04-2014,06:44:07,успешно,нет,0.0
юр. лицо,получение средств,3169.63,безналичный,Брест,Приорбанк-MIYY-547,07-01-2002,02:25:41,успешно,нет,0.0
физ. лицо,списание средств,1088.99,наличный,Могилев,МаксБанк-UOPP-149,12-01-2002,02:08:46,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,4233.24,наличный,Минск,Белинвестбанк-LPYZ-105,22-09-2015,07:52:54,успешно,нет,0.0
юр. лицо,получение средств,1411.44,наличный,Гродно,БелАгропромбанк-YVEO-207,05-05-2005,14:44:53,успешно,нет,0.0
физ. лицо,списание средств,3268.99,безналичный,Минск,Беларусбанк-SKHK-877,14-11-2011,08:20:54,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,2938.55,безналичный,Минск,Беларусбанк-PGCB-704,22-01-2024,06:28:40,успешно,нет,0.0
физ. лицо,списание средств,3197.28,наличный,Могилев,БелАгропромбанк-UWRE-320,20-11-2013,04:47:44,недостаточно средств,да,273.91
юр. лицо,списание средств,3.29,безналичный,Брест,БелАгропромбанк-XPDE-956,20-02-2010,07:53:20,недостаточно средств,нет,0.0
физ. лицо,получение средств,3159.81,безналичный,Гомель,Беларусбанк-YWIM-638,12-08-2006,03:19:25,успешно,нет,0.0
юр. лицо,списание средств,2699.39,наличный,Минск,Белинвестбанк-ZMCO-775,07-11-2000,02:12:30,недостаточно средств,да,245.34
юр. лицо,получение средств,1047.5,безналичный,Витебск,БелАгропромбанк-XEBW-229,28-01-2018,07:17:56,успешно,нет,0.0
юр. лицо,получение средств,3712.23,наличный,Могилев,Беларусбанк-VCDW-373,18-12-2008,15:23:11,успешно,нет,0.0
юр. лицо,списание средств,4584.16,безналичный,Витебск,Белинвестбанк-UMGN-066,08-03-2011,00:30:56,недостаточно средств,нет,0.0
юр. лицо,списание средств,394.14,безналичный,Могилев,БелАгропромбанк-FMIK-290,04-03-2006,22:05:03,неправильный ввод пин-кода,да,6.95
физ. лицо,получение средств,881.64,наличный,Могилев,Беларусбанк-AWVM-967,23-12-2013,17:26:02,успешно,нет,0.0
физ. лицо,получение средств,3728.62,наличный,Витебск,МаксБанк-LFND-158,06-12-2021,11:14:27,успешно,нет,0.0
физ. лицо,списание средств,1301.91,безналичный,Гомель,Приорбанк-IQTI-812,09-02-2021,15:25:15,успешно,нет,0.0
физ. лицо,списание средств,66.42,безналичный,Брест,Приорбанк-YDGS-741,15-02-2024,05:33:28,неправильный ввод пин-кода,да,2.37
юр. лицо,получение средств,3729.72,наличный,Гродно,Беларусбанк-WIVZ-567,01-02-2017,18:37:43,успешно,нет,0.0
физ. лицо,получение средств,2786.59,безналичный,Витебск,БелАгропромбанк-VQHY-599,26-09-2022,10:57:12,успешно,нет,0.0
физ. лицо,списание средств,4281.01,безналичный,Могилев,МаксБанк-YRUV-539,01-01-2010,05:25:45,успешно,нет,0.0
юр. лицо,списание средств,4597.68,наличный,Минск,МаксБанк-VIHM-369,29-04-2018,06:03:29,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,1418.08,наличный,Витебск,Белинвестбанк-FKEO-236,26-10-2020,20:13:11,успешно,нет,0.0
физ. лицо,получение средств,1498.13,безналичный,Минск,МаксБанк-LTZF-277,26-01-2002,11:41:40,успешно,нет,0.0
физ. лицо,списание средств,3821.43,безналичный,Гомель,Беларусбанк-ZQMD-021,22-08-2017,00:39:17,недостаточно средств,да,209.34
физ. лицо,получение средств,3051.71,безналичный,Гродно,Белинвестбанк-URJG-320,16-06-2002,00:21:44,успешно,нет,0.0
юр. лицо,списание средств,837.03,наличный,Витебск,Белинвестбанк-CLHN-016,10-08-2007,13:00:20,неправильный ввод пин-кода,да,39.88
физ. лицо,получение средств,3672.3,наличный,Минск,МаксБанк-LCIZ-502,17-08-2001,15:23:18,успешно,нет,0.0
юр. лицо,получение средств,2474.21,наличный,Могилев,Беларусбанк-SCNH-541,19-04-2002,05:45:09,успешно,нет,0.0
физ. лицо,списание средств,4570.19,наличный,Витебск,Белинвестбанк-NKDW-177,18-06-2019,11:30:46,успешно,да,268.63
юр. лицо,получение средств,1870.06,безналичный,Брест,Приорбанк-LABV-231,28-06-2017,13:49:12,успешно,нет,0.0
физ. лицо,списание средств,3704.92,наличный,Минск,БелАгропромбанк-UUDU-635,27-10-2013,06:55:42,недостаточно средств,нет,0.0
юр. лицо,списание средств,206.94,безналичный,Витебск,Приорбанк-WCQF-679,26-05-2002,02:12:38,неправильный ввод пин-кода,да,11.94
физ. лицо,получение средств,4451.0,безналичный,Гродно,Беларусбанк-UMNP-601,29-01-2023,23:10:16,успешно,нет,0.0
физ. лицо,получение средств,3234.74,безналичный,Могилев,БелАгропромбанк-PRNF-937,10-10-2009,07:24:56,успешно,нет,0.0
юр. лицо,списание средств,2912.17,безналичный,Брест,МаксБанк-COVX-492,10-07-2014,00:51:35,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,1408.55,безналичный,Брест,Беларусбанк-MOHR-307,11-03-2003,19:22:15,успешно,нет,0.0
юр. лицо,списание средств,3494.46,наличный,Брест,БелАгропромбанк-SCND-459,25-10-2013,20:10:38,успешно,да,86.01
физ. лицо,получение средств,927.45,безналичный,Гродно,БелАгропромбанк-DOFF-737,19-03-2009,22:57:49,успешно,нет,0.0
юр. лицо,получение средств,3707.05,наличный,Брест,Белинвестбанк-WSQO-906,19-02-2017,22:45:01,успешно,нет,0.0
юр. лицо,списание средств,597.98,безналичный,Минск,Белинвестбанк-RISK-346,27-12-2022,02:09:11,недостаточно средств,да,17.1
физ. лицо,списание средств,3246.26,наличный,Минск,МаксБанк-OHWE-816,15-01-2002,06:13:29,недостаточно средств,нет,0.0
юр. лицо,списание средств,477.14,наличный,Могилев,Беларусбанк-EJUN-606,13-05-2021,23:07:55,успешно,да,18.64
физ. лицо,списание средств,4950.62,наличный,Могилев,МаксБанк-MBQL-612,05-01-2014,10:57:30,недостаточно средств,да,266.68
физ. лицо,получение средств,1279.13,наличный,Минск,Беларусбанк-XZJK-335,22-05-2003,02:50:41,успешно,нет,0.0
юр. лицо,получение средств,107.98,наличный,Гомель,Белинвестбанк-IOYQ-586,18-08-2012,18:22:53,успешно,нет,0.0
юр. лицо,получение средств,753.84,безналичный,Гомель,БелАгропромбанк-LTXV-843,13-11-2019,05:22:44,успешно,нет,0.0
юр. лицо,получение средств,106.64,наличный,Гомель,Беларусбанк-LZAF-527,11-05-2016,14:45:46,успешно,нет,0.0
физ. лицо,списание средств,3974.8,наличный,Гомель,МаксБанк-BMBB-368,06-11-2013,22:50:50,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,110.55,наличный,Витебск,БелАгропромбанк-ISTL-156,12-08-2014,21:28:56,недостаточно средств,нет,0.0
физ. лицо,получение средств,1151.06,наличный,Минск,МаксБанк-LZCG-829,14-02-2021,08:58:26,успешно,нет,0.0
юр. лицо,списание средств,3987.54,безналичный,Могилев,Приорбанк-KIWS-250,16-07-2015,11:27:45,неправильный ввод пин-кода,да,228.13
физ. лицо,получение средств,4594.55,наличный,Брест,Беларусбанк-IZRJ-003,23-06-2006,09:41:11,успешно,нет,0.0
физ. лицо,получение средств,4067.68,наличный,Гродно,Беларусбанк-WFBA-785,20-08-2014,17:08:56,успешно,нет,0.0
юр. лицо,получение средств,99.78,наличный,Гомель,Приорбанк-DQLU-167,25-11-2012,12:40:42,успешно,нет,0.0
физ. лицо,получение средств,3955.1,наличный,Могилев,Беларусбанк-WTOY-356,08-02-2020,23:14:15,успешно,нет,0.0
физ. лицо,получение средств,4216.95,наличный,Минск,Белинвестбанк-PIJT-724,27-02-2017,20:21:48,успешно,нет,0.0
физ. лицо,получение средств,3348.16,наличный,Витебск,Белинвестбанк-BUZY-983,16-07-2009,17:36:12,успешно,нет,0.0
юр. лицо,получение средств,3096.75,безналичный,Гомель,Беларусбанк-QHJT-337,13-12-2010,12:05:38,успешно,нет,0.0
юр. лицо,списание средств,3752.35,безналичный,Брест,БелАгропромбанк-UERF-216,07-11-2018,00:25:45,недостаточно средств,нет,0.0
юр. лицо,списание средств,2667.93,наличный,Могилев,БелАгропромбанк-PYDZ-124,10-02-2002,01:24:15,недостаточно средств,да,102.25
физ. лицо,списание средств,1092.36,наличный,Гродно,Беларусбанк-CVSP-273,15-11-2022,18:56:28,недостаточно средств,да,87.13
юр. лицо,получение средств,3453.86,наличный,Гродно,МаксБанк-ZPAB-137,03-02-2010,12:17:15,успешно,нет,0.0
физ. лицо,списание средств,2673.28,безналичный,Брест,Беларусбанк-HZWD-762,05-01-2018,05:13:08,успешно,нет,0.0
физ. лицо,получение средств,3985.4,безналичный,Гомель,МаксБанк-FZJQ-699,16-07-2007,05:22:30,успешно,нет,0.0
физ. лицо,списание средств,2837.46,безналичный,Минск,Беларусбанк-VMCF-014,24-10-2017,04:09:21,неправильный ввод пин-кода,да,146.19
юр. лицо,списание средств,2010.99,наличный,Могилев,Приорбанк-OKSX-056,02-07-2015,02:56:12,недостаточно средств,нет,0.0
юр. лицо,списание средств,2773.1,наличный,Витебск,Приорбанк-RJHV-111,31-12-2006,04:07:09,недостаточно средств,да,189.93
юр. лицо,получение средств,3054.42,наличный,Брест,БелАгропромбанк-NIVM-563,07-01-2020,05:52:54,успешно,нет,0.0
физ. лицо,получение средств,2891.91,безналичный,Гомель,МаксБанк-LXHJ-824,14-01-2004,10:27:18,успешно,нет,0.0
юр. лицо,списание средств,2017.19,безналичный,Гомель,БелАгропромбанк-JMFQ-787,11-08-2023,05:12:00,недостаточно средств,нет,0.0
физ. лицо,списание средств,2515.25,наличный,Брест,БелАгропромбанк-VZNT-564,29-11-2007,00:48:14,успешно,да,31.92
юр. лицо,получение средств,3299.0,наличный,Брест,Белинвестбанк-PFNU-086,01-08-2016,05:52:14,успешно,нет,0.0
физ. лицо,списание средств,1997.52,безналичный,Витебск,Белинвестбанк-KXJK-529,18-10-2018,07:46:04,успешно,да,73.04
физ. лицо,списание средств,3105.37,наличный,Брест,БелАгропромбанк-EMLA-121,12-07-2010,09:53:29,недостаточно средств,да,273.17
юр. лицо,списание средств,4807.82,безналичный,Минск,Приорбанк-KNAD-262,28-01-2010,11:41:14,успешно,нет,0.0
физ. лицо,списание средств,1432.72,безналичный,Брест,МаксБанк-SPIS-755,06-07-2003,12:38:50,недостаточно средств,нет,0.0
физ. лицо,получение средств,3333.12,безналичный,Гродно,БелАгропромбанк-MXVJ-968,29-09-2008,02:48:44,успешно,нет,0.0
физ. лицо,списание средств,1401.07,безналичный,Витебск,БелАгропромбанк-HQCH-261,14-01-2016,19:36:23,недостаточно средств,нет,0.0
физ. лицо,получение средств,3540.74,наличный,Минск,БелАгропромбанк-VQQZ-518,24-02-2021,03:24:34,успешно,нет,0.0
юр. лицо,получение средств,2971.79,безналичный,Витебск,Приорбанк-KIQA-423,01-08-2005,05:23:56,успешно,нет,0.0
юр. лицо,списание средств,995.25,безналичный,Гродно,БелАгропромбанк-PEIN-336,30-11-2002,04:34:12,успешно,да,27.66
юр. лицо,списание средств,1772.25,безналичный,Витебск,Беларусбанк-HDJP-571,07-05-2016,07:15:02,успешно,да,53.85
физ. лицо,списание средств,1368.15,безналичный,Гродно,БелАгропромбанк-MRSS-649,13-05-2011,16:20:20,успешно,нет,0.0
физ. лицо,получение средств,2292.94,безналичный,Витебск,Беларусбанк-CNGY-098,03-09-2017,03:48:47,успешно,нет,0.0
физ. лицо,получение средств,126.22,безналичный,Минск,МаксБанк-JOCZ-529,16-11-2018,13:06:29,успешно,нет,0.0
юр. лицо,получение средств,1174.5,наличный,Гомель,Беларусбанк-BPGE-026,05-06-2016,04:01:33,успешно,нет,0.0
физ. лицо,получение средств,991.44,наличный,Гомель,Белинвестбанк-MPNF-738,22-08-2024,17:19:25,успешно,нет,0.0
юр. лицо,получение средств,2661.21,безналичный,Минск,Белинвестбанк-GUCE-764,07-01-2001,13:54:17,успешно,нет,0.0
физ. лицо,получение средств,3713.24,безналичный,Могилев,Приорбанк-VRPN-955,21-05-2013,08:00:50,успешно,нет,0.0
физ. лицо,получение средств,219.47,безналичный,Брест,Белинвестбанк-UWCR-457,27-05-2019,00:47:30,успешно,нет,0.0
юр. лицо,списание средств,2575.59,наличный,Брест,Приорбанк-MYMN-587,07-02-2007,11:23:27,недостаточно средств,да,67.85
юр. лицо,списание средств,3091.92,безналичный,Гомель,Беларусбанк-UTYI-363,19-06-2006,07:57:45,успешно,да,149.69
физ. лицо,получение средств,4445.12,наличный,Гомель,БелАгропромбанк-LQTI-451,13-05-2013,13:10:04,успешно,нет,0.0
физ. лицо,получение средств,3952.38,наличный,Могилев,Беларусбанк-UNDP-652,28-06-2006,00:15:53,успешно,нет,0.0
физ. лицо,получение средств,1324.18,безналичный,Гродно,Белинвестбанк-VFZN-322,27-05-2021,12:52:23,успешно,нет,0.0
физ. лицо,списание средств,2937.05,наличный,Гомель,БелАгропромбанк-RYFR-762,15-07-2024,10:20:06,недостаточно средств,нет,0.0
юр. лицо,списание средств,3540.05,безналичный,Витебск,БелАгропромбанк-ZTSH-492,03-03-2006,14:32:49,успешно,да,173.52
юр. лицо,получение средств,2719.18,наличный,Минск,БелАгропромбанк-OTMQ-802,27-12-2014,02:50:34,успешно,нет,0.0
физ. лицо,получение средств,628.63,безналичный,Гродно,Белинвестбанк-GXEG-840,29-05-2018,05:12:44,успешно,нет,0.0
юр. лицо,получение средств,1051.59,наличный,Витебск,БелАгропромбанк-ADET-763,09-06-2011,01:33:25,успешно,нет,0.0
юр. лицо,списание средств,3841.91,наличный,Гомель,Беларусбанк-GCSD-604,14-04-2017,11:00:56,успешно,нет,0.0
физ. лицо,списание средств,3740.53,безналичный,Гомель,МаксБанк-ZHRF-615,26-05-2001,14:14:18,неправильный ввод пин-кода,да,297.39
физ. лицо,списание средств,3738.75,наличный,Витебск,Беларусбанк-IGZX-232,18-08-2022,04:42:55,недостаточно средств,да,106.44
юр. лицо,получение средств,1781.53,безналичный,Могилев,Белинвестбанк-CJSI-812,03-11-2023,02:26:35,успешно,нет,0.0
физ. лицо,списание средств,133.97,безналичный,Минск,МаксБанк-RVEW-940,29-09-2011,08:10:38,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,2053.01,наличный,Минск,Беларусбанк-RQDV-536,03-08-2017,08:40:12,успешно,нет,0.0
юр. лицо,получение средств,2364.42,безналичный,Брест,Беларусбанк-QSAD-770,01-12-2009,09:04:24,успешно,нет,0.0
юр. лицо,списание средств,3793.42,безналичный,Могилев,Приорбанк-UTNG-878,21-08-2001,05:08:05,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,1114.81,безналичный,Витебск,Приорбанк-KBSM-595,06-01-2014,23:18:29,успешно,нет,0.0
юр. лицо,получение средств,3382.18,безналичный,Гомель,Белинвестбанк-OFRZ-870,20-09-2019,15:58:42,успешно,нет,0.0
юр. лицо,получение средств,1045.04,наличный,Могилев,Беларусбанк-GWMO-606,10-01-2017,20:18:29,успешно,нет,0.0
юр. лицо,списание средств,1927.82,наличный,Брест,Беларусбанк-EVPK-608,21-05-2017,13:18:38,успешно,да,158.85
физ. лицо,получение средств,2988.54,наличный,Гомель,МаксБанк-PXYD-798,16-02-2023,04:10:27,успешно,нет,0.0
физ. лицо,получение средств,1699.03,наличный,Брест,МаксБанк-JTRE-716,20-05-2000,22:51:50,успешно,нет,0.0
юр. лицо,получение средств,3310.39,наличный,Витебск,Приорбанк-PIFM-008,12-05-2010,11:19:40,успешно,нет,0.0
физ. лицо,списание средств,3607.07,безналичный,Гомель,МаксБанк-VZKC-440,02-07-2011,02:57:40,недостаточно средств,нет,0.0
юр. лицо,списание средств,3114.08,наличный,Могилев,МаксБанк-XGGL-682,18-01-2004,03:20:11,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,1503.75,безналичный,Витебск,МаксБанк-QFSM-550,18-07-2014,18:40:27,недостаточно средств,нет,0.0
физ. лицо,списание средств,3152.94,безналичный,Брест,БелАгропромбанк-SSYB-877,16-09-2014,16:38:15,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,4160.41,наличный,Брест,Белинвестбанк-EXYW-657,22-03-2019,23:55:44,успешно,нет,0.0
физ. лицо,списание средств,4568.04,наличный,Витебск,Белинвестбанк-SROR-062,05-08-2007,15:58:59,недостаточно средств,да,216.69
юр. лицо,получение средств,4869.33,безналичный,Брест,Приорбанк-JDXD-877,01-07-2009,15:56:13,успешно,нет,0.0
физ. лицо,получение средств,1802.12,наличный,Гомель,Белинвестбанк-GPAX-866,14-02-2001,15:28:48,успешно,нет,0.0
юр. лицо,списание средств,2264.66,безналичный,Могилев,Беларусбанк-KKEV-931,28-10-2016,07:03:20,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,1610.98,безналичный,Гродно,Беларусбанк-QFOM-369,13-12-2006,14:45:29,неправильный ввод пин-кода,да,44.04
юр. лицо,списание средств,891.86,наличный,Витебск,Приорбанк-HBQX-149,18-06-2008,05:28:17,успешно,да,88.81
физ. лицо,получение средств,2729.0,наличный,Минск,БелАгропромбанк-QJHZ-351,14-06-2008,03:41:57,успешно,нет,0.0
юр. лицо,списание средств,3241.17,наличный,Гродно,Приорбанк-YAAG-999,01-09-2006,20:17:11,недостаточно средств,нет,0.0
юр. лицо,получение средств,2626.87,безналичный,Витебск,Беларусбанк-UJHP-614,01-03-2014,10:43:38,успешно,нет,0.0
юр. лицо,получение средств,4844.0,наличный,Гродно,Беларусбанк-OFLF-346,11-06-2008,10:17:46,успешно,нет,0.0
юр. лицо,списание средств,562.32,безналичный,Гродно,БелАгропромбанк-UIPV-178,04-05-2005,14:12:17,успешно,нет,0.0
физ. лицо,списание средств,1538.06,безналичный,Брест,Белинвестбанк-KGTA-225,11-04-2001,13:13:36,недостаточно средств,да,77.91
юр. лицо,получение средств,3688.09,наличный,Гродно,БелАгропромбанк-RQYK-081,12-11-2020,08:23:12,успешно,нет,0.0
юр. лицо,получение средств,3335.92,безналичный,Гродно,Белинвестбанк-NPIL-123,23-01-2011,11:43:27,успешно,нет,0.0
физ. лицо,списание средств,1060.4,наличный,Витебск,Белинвестбанк-QIGL-654,29-05-2018,23:46:32,недостаточно средств,нет,0.0
юр. лицо,получение средств,2558.1,наличный,Гомель,Приорбанк-CUJP-174,03-10-2021,15:27:09,успешно,нет,0.0
физ. лицо,получение средств,2129.23,безналичный,Гомель,Приорбанк-ZEYI-131,18-02-2019,22:29:30,успешно,нет,0.0
физ. лицо,получение средств,3010.53,наличный,Минск,МаксБанк-KSTA-335,06-10-2014,17:37:32,успешно,нет,0.0
юр. лицо,списание средств,3189.04,безналичный,Витебск,Беларусбанк-SJMR-554,02-06-2005,20:30:23,недостаточно средств,нет,0.0
физ. лицо,получение средств,1230.15,безналичный,Гродно,Приорбанк-VRFT-897,24-11-2012,11:41:26,успешно,нет,0.0
физ. лицо,списание средств,1453.08,безналичный,Минск,Приорбанк-EAQA-321,17-08-2015,08:11:02,недостаточно средств,да,23.26
физ. лицо,списание средств,595.76,наличный,Брест,Белинвестбанк-OZVI-029,22-03-2022,10:15:46,недостаточно средств,нет,0.0
физ. лицо,получение средств,4528.93,безналичный,Гомель,Приорбанк-EQMO-811,13-10-2011,18:41:02,успешно,нет,0.0
физ. лицо,получение средств,3780.56,безналичный,Могилев,Белинвестбанк-BWDK-354,21-10-2024,16:20:10,успешно,нет,0.0
физ. лицо,получение средств,1524.62,наличный,Витебск,Приорбанк-SJKM-612,18-03-2006,12:56:11,успешно,нет,0.0
физ. лицо,получение средств,2660.0,наличный,Брест,Приорбанк-ZCER-657,28-10-2020,06:54:47,успешно,нет,0.0
юр. лицо,списание средств,2205.52,наличный,Витебск,БелАгропромбанк-AHPH-219,02-04-2012,03:03:25,недостаточно средств,да,123.71
физ. лицо,списание средств,691.6,наличный,Могилев,Приорбанк-OGRY-003,16-12-2014,16:24:05,недостаточно средств,да,63.24
юр. лицо,получение средств,2681.78,безналичный,Витебск,Приорбанк-SJCL-111,12-02-2020,16:48:50,успешно,нет,0.0
юр. лицо,получение средств,2989.06,безналичный,Гомель,Приорбанк-BOVQ-333,28-04-2001,20:51:09,успешно,нет,0.0
юр. лицо,получение средств,1034.67,безналичный,Брест,БелАгропромбанк-VGNC-921,29-04-2007,05:45:34,успешно,нет,0.0
физ. лицо,получение средств,656.23,наличный,Гродно,Белинвестбанк-WMUI-114,03-06-2021,03:40:28,успешно,нет,0.0
физ. лицо,списание средств,267.51,безналичный,Могилев,БелАгропромбанк-SFBX-724,06-09-2003,14:50:12,недостаточно средств,нет,0.0
физ. лицо,списание средств,4129.26,наличный,Могилев,МаксБанк-NMJD-209,05-12-2020,05:33:30,недостаточно средств,да,101.01
физ. лицо,списание средств,4118.46,наличный,Минск,Приорбанк-EOBO-826,14-10-2016,17:10:27,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,14.78,безналичный,Витебск,МаксБанк-CLAM-329,14-04-2002,22:44:30,успешно,нет,0.0
физ. лицо,списание средств,1715.08,наличный,Гродно,МаксБанк-GFIP-500,08-10-2014,05:38:14,успешно,нет,0.0
юр. лицо,получение средств,2967.0,безналичный,Гродно,Белинвестбанк-IPLU-567,21-04-2023,12:10:12,успешно,нет,0.0
юр. лицо,списание средств,4612.78,наличный,Могилев,МаксБанк-PHDT-966,12-03-2024,22:08:10,недостаточно средств,да,191.8
физ. лицо,списание средств,526.45,безналичный,Витебск,Приорбанк-PMKF-720,16-11-2001,16:47:04,недостаточно средств,да,36.26
юр. лицо,списание средств,206.94,безналичный,Витебск,Приорбанк-WCQF-679,26-05-2002,02:12:38,неправильный ввод пин-кода,да,11.94
физ. лицо,списание средств,3256.49,наличный,Могилев,Беларусбанк-BJVJ-093,29-12-2021,01:19:33,успешно,да,57.48
юр. лицо,списание средств,2293.25,безналичный,Брест,БелАгропромбанк-NJEZ-608,06-10-2006,16:32:50,успешно,да,54.25
юр. лицо,получение средств,3931.37,безналичный,Минск,БелАгропромбанк-PTAU-690,02-07-2004,03:07:46,успешно,нет,0.0
юр. лицо,получение средств,3771.39,безналичный,Гомель,Беларусбанк-NPBR-243,14-07-2011,12:06:39,успешно,нет,0.0
физ. лицо,получение средств,474.16,безналичный,Брест,Приорбанк-RAUP-380,22-08-2001,21:00:03,успешно,нет,0.0
физ. лицо,получение средств,174.33,наличный,Гомель,Приорбанк-XWRC-374,23-05-2020,22:14:20,успешно,нет,0.0
физ. лицо,получение средств,2565.84,безналичный,Минск,МаксБанк-JMBT-649,16-04-2023,13:50:53,успешно,нет,0.0
юр. лицо,списание средств,3456.2,наличный,Брест,БелАгропромбанк-FXBU-892,04-06-2005,10:35:47,недостаточно средств,нет,0.0
юр. лицо,списание средств,1554.18,наличный,Минск,Приорбанк-NBSH-268,30-06-2009,03:09:02,неправильный ввод пин-кода,да,143.59
физ. лицо,получение средств,2961.74,безналичный,Витебск,Белинвестбанк-VLZQ-715,26-02-2004,03:49:58,успешно,нет,0.0
физ. лицо,списание средств,3023.72,безналичный,Гомель,БелАгропромбанк-PYPO-456,03-09-2009,11:19:38,недостаточно средств,нет,0.0
физ. лицо,списание средств,2959.46,наличный,Гомель,Беларусбанк-FMRJ-217,04-04-2012,14:20:07,недостаточно средств,да,229.43
физ. лицо,получение средств,4677.76,наличный,Витебск,БелАгропромбанк-NSDM-032,25-01-2020,18:00:33,успешно,нет,0.0
физ. лицо,получение средств,960.54,наличный,Брест,БелАгропромбанк-LZVI-011,11-09-2005,08:52:42,успешно,нет,0.0
юр. лицо,списание средств,4260.69,безналичный,Витебск,Беларусбанк-ZLTB-870,23-02-2016,05:06:08,успешно,да,313.9
физ. лицо,списание средств,1481.84,наличный,Гомель,БелАгропромбанк-XNAL-873,15-11-2001,09:11:25,недостаточно средств,да,16.62
физ. лицо,получение средств,1107.98,безналичный,Гомель,Белинвестбанк-RRAK-925,20-02-2002,20:39:31,успешно,нет,0.0
юр. лицо,получение средств,500.93,наличный,Гродно,Беларусбанк-OOSO-369,18-01-2002,13:38:35,успешно,нет,0.0
физ. лицо,списание средств,4449.67,наличный,Гомель,МаксБанк-YHJZ-417,08-12-2009,10:37:33,успешно,да,271.61
юр. лицо,получение средств,1573.58,наличный,Брест,БелАгропромбанк-GYNO-398,14-08-2011,04:58:51,успешно,нет,0.0
юр. лицо,списание средств,1096.92,наличный,Могилев,Беларусбанк-DHJG-057,07-04-2012,20:25:09,неправильный ввод пин-кода,да,62.47
юр. лицо,списание средств,1665.93,наличный,Минск,Белинвестбанк-EIKW-054,14-10-2015,22:35:11,недостаточно средств,нет,0.0
юр. лицо,списание средств,861.57,безналичный,Брест,Приорбанк-ZZSR-938,11-05-2012,05:25:46,недостаточно средств,нет,0.0
юр. лицо,получение средств,1430.27,наличный,Гродно,Приорбанк-CTNS-039,08-07-2022,13:04:02,успешно,нет,0.0
юр. лицо,списание средств,3560.8,наличный,Минск,МаксБанк-OODO-750,06-09-2019,02:04:55,успешно,нет,0.0
юр. лицо,списание средств,909.63,безналичный,Витебск,БелАгропромбанк-DSSI-944,26-01-2007,06:57:50,недостаточно средств,да,40.04
юр. лицо,списание средств,3683.54,наличный,Брест,Приорбанк-GNSY-621,15-12-2010,02:33:07,недостаточно средств,нет,0.0
физ. лицо,получение средств,2124.44,безналичный,Могилев,Приорбанк-EZIU-995,17-03-2016,14:49:39,успешно,нет,0.0
физ. лицо,получение средств,1288.9,безналичный,Гомель,Беларусбанк-EOVT-364,14-06-2005,10:32:40,успешно,нет,0.0
юр. лицо,получение средств,515.69,наличный,Гомель,Белинвестбанк-EOVI-843,30-05-2019,07:35:36,успешно,нет,0.0
юр. лицо,списание средств,1149.21,безналичный,Могилев,Беларусбанк-WHRG-213,16-04-2017,02:13:20,недостаточно средств,да,58.28
физ. лицо,получение средств,4774.06,наличный,Брест,Беларусбанк-AZNK-014,01-09-2002,19:54:01,успешно,нет,0.0
физ. лицо,списание средств,2296.49,безналичный,Могилев,Приорбанк-HRPW-858,22-02-2000,11:10:44,недостаточно средств,нет,0.0
юр. лицо,получение средств,4039.34,наличный,Брест,Белинвестбанк-BMAR-807,21-06-2005,02:38:00,успешно,нет,0.0
физ. лицо,получение средств,2019.17,безналичный,Могилев,БелАгропромбанк-UIDG-056,23-01-2019,00:54:29,успешно,нет,0.0
физ. лицо,получение средств,4861.47,безналичный,Гродно,Белинвестбанк-XSBI-356,21-07-2010,11:39:23,успешно,нет,0.0
юр. лицо,получение средств,417.2,наличный,Витебск,Белинвестбанк-SWWD-791,14-01-2020,04:33:02,успешно,нет,0.0
физ. лицо,получение средств,3731.95,безналичный,Брест,МаксБанк-WOND-569,31-01-2017,08:39:17,успешно,нет,0.0
юр. лицо,списание средств,1432.03,наличный,Витебск,Приорбанк-JMZK-691,31-12-2016,11:10:57,неправильный ввод пин-кода,да,112.12
физ. лицо,списание средств,3898.68,наличный,Витебск,Белинвестбанк-YEUA-712,12-02-2000,08:53:09,успешно,да,256.66
юр. лицо,списание средств,1010.29,безналичный,Минск,Приорбанк-CDON-153,23-04-2022,13:08:06,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,1321.6,безналичный,Могилев,Приорбанк-RQGB-400,22-11-2022,18:25:34,неправильный ввод пин-кода,да,24.91
физ. лицо,списание средств,1318.57,безналичный,Гродно,БелАгропромбанк-YCZS-705,11-05-2011,06:29:52,неправильный ввод пин-кода,да,114.85
физ. лицо,получение средств,4682.58,наличный,Гродно,Беларусбанк-NMBK-882,17-07-2000,21:48:39,успешно,нет,0.0
